Year;Occasion;Word;Option1;Option2;Option3;Option4;Option5;CorrectAnswer
2001;1;förfördelad;redan avgjord;oförtjänt framgångsrik;totalt överflödig;orättvist behandlad;lyckligt lottad;orättvist behandlad
2001;1;kurtisera;utmana;glädja;uppvakta;tillmötesgå;vilseleda;uppvakta
2001;1;förgänglig;känslig;inbillad;antydd;outvecklad;flyktig;flyktig
2001;1;askes;försakelse;flit;grubbleri;hat;vanetänkande;försakelse
2001;1;ekipera;skapa en konstfull frisyr;färdas med häst och vagn;frigöra sig från tvång;utrusta med kläder;återställa i ursprungligt skick;utrusta med kläder
2001;1;knapphändig;kortfattad;fumlig;långsam;felaktig;avvisande;kortfattad
2001;1;bjärt;trevlig och angenäm;vag och oklar;tröttsam och långrandig;udda och ovanlig;skarp och tydlig;skarp och tydlig
2001;1;emancipation;påhittighet;nyfikenhet;frigörelse;begåvning;vältalighet;frigörelse
2001;1;deducera;besluta;minska;härleda;avvika;uppmäta;härleda
2001;1;ytterlighet;tillägg;upprepning;jämförelse;självklarhet;överdrift;överdrift
2001;1;ackja;renko;släde;spåkvinna;ryggsäck;trumma;släde
2001;1;chikanera;få övertaget över;stänga ute;skämma ut;ge igen;skrämma bort;skämma ut
2001;1;agorafobi;höjdskräck;bacillskräck;torgskräck;vattenskräck;cellskräck;torgskräck
2001;1;rågång;gräns;dal;mål;stig;färdväg;gräns
2001;1;polemik;förebyggande vård;uppseendeväckande idé;god samarbetsförmåga;skarpt meningsutbyte;modern undervisningslära;skarpt meningsutbyte
2001;1;rättfärdiga;övervinna;slutföra;försvara;bekräfta;erkänna;försvara
2001;1;distingerad;öppet vänskaplig;överdrivet försiktig;djupt tacksam;artigt uppmärksam;stilfullt förnäm;stilfullt förnäm
2001;1;svada;raseri;lögnaktighet;nervositet;mångordighet;rädsla;mångordighet
2001;1;tima;tvinga;ske;vända;öka;skänka;ske
2001;1;avans;vinst;gåva;ränta;arv;skuld;vinst
2001;1;emedan;efter det att;innan;utan att;förrän;därför att;därför att
2001;1;afasi;nedsättning av språkförmågan till följd av hjärnskada;upprepade återfall i en tidigare sjukdom;oregelbunden hjärtrytm;sjuklig tillbakabildning av vävnad eller organ;överkänslighet mot vissa ämnen PROVET ÄR SLUT. OM DU HAR TID ÖVER, GÅ TILLBAKA OCH KONTROLLERA DINA SVAR.;nedsättning av språkförmågan till följd av hjärnskada
2003;1;ansats;sammanfattning;syfte;fortsättning;försök;granskning;försök
2003;1;formalitet;formfulländning;formlöshet;formsak;formgivning;formfel;formsak
2003;1;burspråk;litet lusthus;stort kapprum;träpanel på innervägg;trappa till vind;fönsterförsedd utbyggnad;fönsterförsedd utbyggnad
2003;1;bevista;kämpa med;undersöka;öva sig i;närvara vid;övertyga;närvara vid
2003;1;obstinat;obegåvad;elak;dum;trotsig;argsint;trotsig
2003;1;lirka med;försöka dölja;tvinga till;försöka påverka;insistera på;försöka fuska;försöka påverka
2003;1;paradoxal;förmodad;fördelaktig;likartad;övertygande;motsägelsefull;motsägelsefull
2003;1;mimik;rörelseschema;efterapning;skuggteater;minspel;improvisation;minspel
2003;1;aspirera på;instämma med;tacka ja till;sträva efter;hänvisa till;påminna om;sträva efter
2003;1;konstituera;inrätta;slutföra;kritisera;avgöra;bekräfta;inrätta
2003;1;prompt;tydligen;uteslutande;ovillkorligen;naturligtvis;slutligen;ovillkorligen
2003;1;periferi;närmiljö;mittpunkt;gränslinje;vändpunkt;ytterområde;ytterområde
2003;1;stickling;kronblad;blomknopp;fröskida;fröställning;blomskott;blomskott
2003;1;husera;flytta;ramla;välta;härja;ordna;härja
2003;1;rekreation;återkomst;omsorg;återkoppling;omställning;återhämtning;återhämtning
2003;1;premiera;föredra;belöna;förebygga;betala;fördela;belöna
2003;1;förringad;införstådd;nedstämd;undervärderad;överhopad;instängd;undervärderad
2003;1;praxis;logisk slutledningsförmåga;vedertaget bruk;nödvändig förutsättning;ofrånkomlig handling;oåterkalleligt beslut;vedertaget bruk
2003;1;obändig;okunnig;okuvlig;otillgänglig;obegriplig;olämplig;okuvlig
2003;1;dana;forma;flytta;skänka;lämna;glömma;forma
2003;1;bravad;lång resa;osjälvisk handling;utmärkt prestation;lärorik uppgift;nyttig övning;utmärkt prestation
2003;1;legio;besvärliga;många;ovanliga;måttliga;fåtaliga;många
2003;1;dogm;lärosats;tradition;förbud;skyldighet;tillstånd;lärosats
2003;1;harmoniera;lugna ner;hålla med;göra lycklig;passa väl ihop;ställa upp på;passa väl ihop
2003;1;synnerligen;ganska;tydligen;ytterst;knappast;obetydligt;ytterst
2003;1;fluktuera;flyta;variera;minska;passera;sväva;variera
2003;1;syntes;återgång till ursprunget;uppdelning i två delar;sammanfattning till en enhet;förberedelse till ändring;skattning av resultat;sammanfattning till en enhet
2003;1;misantrop;ryktesspridare;sjukling;slöfock;tråkmåns;människohatare;människohatare
2003;1;otidighet;oförskämdhet;ombytlighet;oärlighet;omdömeslöshet;osjälvständighet;oförskämdhet
2003;1;gneta;klaga och gnälla;böna och be;putsa och skrapa;snåla och spara;tjata och gnata;snåla och spara
2003;1;exogen;hastigt övergående;utifrån orsakad;starkt frätande;kraftigt omvandlad;sällan förekommande;utifrån orsakad
2003;1;skarabé;sittmöbel;gåspenna;stråkinstrument;hudsjukdom;skalbagge;skalbagge
2003;1;vinnlägga sig;anstränga sig;försvara sig;utbilda sig;motsätta sig;ta sig samman;anstränga sig
2003;1;barockt;orimligt;enkelt;stort;exklusivt;gammalt;orimligt
2003;1;narrativ;allmängiltig;berättande;sedelärande;uppdiktad;förledande;berättande
2003;1;emfas;förväntan;utträde;avgörande;eftertryck;uppskov;eftertryck
2003;1;amorin;halssmycke;vacker kvinna;lusthus;liten kärleksgud;snäckskal;liten kärleksgud
2003;1;underlåtenhet;misstanke;vördnad;försummelse;feghet;tvivel;försummelse
2003;1;aforism;otidsenlig företeelse;visdomsord;överdrift;stilistisk upprepning;tillbakasyftning;visdomsord
2003;1;pluralism;förhållandet mellan gott och ont;majoritet vid omröstning;konkurrens mellan olika organ;frihet från regler och normer;kulturell och åsiktsmässig mångfald PROVET ÄR SLUT. OM DU HAR TID ÖVER, GÅ TILLBAKA OCH KONTROLLERA DINA SVAR.;kulturell och åsiktsmässig mångfald PROVET ÄR SLUT. OM DU HAR TID ÖVER, GÅ TILLBAKA OCH KONTROLLERA DINA SVAR.
2005;1;nyck;skämt;besatthet;otur;infall;chans;infall
2005;1;åliggande;begäran;förmån;straff;rättighet;skyldighet;skyldighet
2005;1;panorama;vindskyddad uteplats;komplett färgskala;liten tavla;vidsträckt utsikt;optiskt instrument;vidsträckt utsikt
2005;1;faciliteter;utgångspunkter;förberedelser;nymodigheter;bekvämligheter;svårigheter;bekvämligheter
2005;1;trosviss;trotsig;uppmuntrande;envis;härdad;säker;säker
2005;1;ockult;världslig;tvivelaktig;främmande;stötande;övernaturlig;övernaturlig
2005;1;expediera;utbyta;utföra;utreda;utöka;utkräva;utföra
2005;1;digna;avlasta;tyngas ner;bli efter;komma igen;gräva ner;tyngas ner
2005;1;på lösa boliner;oplanerat och slumpartat;utmanande och retsamt;modigt och oförskräckt;glatt och otvunget;kortlivat och flyktigt;oplanerat och slumpartat
2005;1;jalusi;persienn;tittskåp;fönsterhylla;gardinstång;lådhurts;persienn
2005;1;kynne;omdöme;anseende;sinnelag;förstånd;tålamod;sinnelag
2005;1;insulin;kolhydratomsättande hormon;blodtryckssänkande medicin;vätskedrivande medel;antiinflammatoriskt preparat;bakteriedödande läkemedel;kolhydratomsättande hormon
2005;1;läsa lusen av;läxa upp;avslöja;hämnas på;ruinera;ta reda på;läxa upp
2005;1;paroll;liknelse;lagtext;slagord;ordspråk;minnestal;slagord
2005;1;tjänlig;passande;undergiven;villig;använd;ödmjuk;passande
2005;1;proviantera;planera matsedel;laga mat;provsmaka;skaffa mat;konservera livsmedel;skaffa mat
2005;1;förflugen;ödesbestämd;feltolkad;urspårad;ogenomtänkt;bortslösad;ogenomtänkt
2005;1;vara som ler och långhalm;vara oskiljaktiga;vara ovänner;vara ofrivilligt förenade;vara nära besläktade;vara helt olika;vara oskiljaktiga
2005;1;kåsera;gräla om småsaker;skildra ledigt och roande;tala insmickrande;framställa dramatiskt;skriva på vers;skildra ledigt och roande
2005;1;komplex;jämförbar;ändlös;säregen;osäker;sammansatt;sammansatt
2005;1;regrediera;återgå till tidigare stadium;upprepa huvudinnehållet av;ge ut en ny upplaga av;upphäva ett beslut;begrunda en invecklad fråga;återgå till tidigare stadium
2005;1;fägring;glädje;beundran;skönhet;dröm;synvilla;skönhet
2005;1;sitta emellan;tränga sig på;bli lidande;tveka;vara inställsam;förmedla;bli lidande
2005;1;omdömesgill;beslutsam;ärlig;rättvis;hänsynsfull;förståndig;förståndig
2005;1;fresk;väggmålning;taklist;spegelram;tapetbård;marmordekoration;väggmålning
2005;1;kluster;utväxt;trassel;förbindelse;anhopning;näste;anhopning
2005;1;allmängods;rådande moral;välkända fakta;utbredd missuppfattning;generell regel;intressant nyhet;välkända fakta
2005;1;perenn;ettårig växt;flerårig växt;vedartad växt;sällsynt växt;blommande växt;flerårig växt
2005;1;framhärda;envisas;försäkra;orsaka;stärka;uttyda;envisas
2005;1;nod;höjdpunkt;knutpunkt;motsats;gränsvärde;sidospår;knutpunkt
2005;1;nagelfara;skrapa;granska;treva;lura;riskera;granska
2005;1;estradör;manusförfattare;ljussättare;scenartist;teaterdirektör;stuntman;scenartist
2005;1;kvasivetenskaplig;skenbart vetenskaplig;tvärvetenskaplig;teoribildande;snävt vetenskaplig;ämnesöverskridande;skenbart vetenskaplig
2005;1;oegentligheter;bedrägerier;misstankar;stridigheter;bekymmer;fördomar;bedrägerier
2005;1;kontemplera;jämföra;rådfråga;begrunda;samtycka;förklara;begrunda
2005;1;honorar;ärebetygelse;hyllning;arvode;uppdrag;hedersgäst;arvode
2005;1;lumpet;surt och vresigt;gement och uselt;trögt och likgiltigt;slött och slappt;grått och trist;gement och uselt
2005;1;med oblida ögon;noggrant;opartiskt;skarpsynt;ointresserat;missnöjt;missnöjt
2005;1;analogi;slutsats;motsvarighet;omkastning;erfarenhet;upprepning;motsvarighet
2005;1;gäldenär;person som handlar med värdepapper;person som är skyldig pengar;person som driver in fordringar;person som lever på räntor;person som saknar ekonomiska medel PROVET ÄR SLUT. OM DU HAR TID ÖVER, GÅ TILLBAKA OCH KONTROLLERA DINA SVAR.;person som är skyldig pengar
2006;1;ingivelse;impuls;tvångstanke;invändning;självklarhet;uppmaning;impuls
2006;1;solid;tjock;massiv;tung;härdad;stel;massiv
2006;1;tappning;förklaring;version;repetition;vändning;överraskning;version
2006;1;popularisera;stödja;göra lättillgänglig;engagera;visa uppskattning;umgås;göra lättillgänglig
2006;1;gängse;fullt trovärdig;tråkig;allmänt rådande;omtyckt;strikt neutral;allmänt rådande
2006;1;sanskrit;religion;dans;tempel;konst;språk;språk
2006;1;med hull och hår;stadigt;med glädje;spontant;brutalt;fullständigt;fullständigt
2006;1;hybrid;virvelvind;himlakropp;förfalskning;blandform;dubbelgångare;blandform
2006;1;moralkaka;oanständigt förslag;mästrande anmärkning;dold motsägelse;kärnfull slutsats;orättvis beskyllning;mästrande anmärkning
2006;1;receptiv;mottaglig;återhållsam;tjänstvillig;utåtriktad;bakåtsträvande;mottaglig
2006;1;ekvivalens;osäkerhet;överlägsenhet;allmängiltighet;likvärdighet;otydlighet;likvärdighet
2006;1;idka;framtvinga;utstå;bedriva;kräva;befrämja;bedriva
2006;1;företrädesvis;omedelbart;självklart;främst;troligen;möjligtvis;främst
2006;1;terrakotta;kalksten;lergods;avgjutning;grottmålning;stenläggning;lergods
2006;1;förlegad;beprövad;kvarglömd;gammalmodig;ihopsjunken;vanvårdad;gammalmodig
2006;1;skrymmande;översvallande;blockerande;uppfylld;nedtyngd;utrymmeskrävande;utrymmeskrävande
2006;1;renässans;återgång;upplysning;tillbakablick;försköning;pånyttfödelse;pånyttfödelse
2006;1;dialys;fotografering;undersökning;blodrening;fostervattensprov;strålbehandling;blodrening
2006;1;disposition;fastlagd ordning;obalans;slöseri med resurser;helhetsintryck;god utdelning;fastlagd ordning
2006;1;tidningsanka;löpsedelsrubrik;falsk pressuppgift;ung nyhetsreporter;reklambilaga;skvallerpress;falsk pressuppgift
2006;1;handlägga;handleda;anvisa;förhandla;avsluta;behandla;behandla
2006;1;dystopi;fasansfull insikt;mardröm;mörk framtidsvision;minnesförlust;tråkig utveckling;mörk framtidsvision
2006;1;stadfästa;markera;försvara;uträtta;fastställa;övervinna;fastställa
2006;1;alienation;rimmat ordspråk;omvänd bevisföring;känsla av främlingskap;elak anspelning;organiserat samarbete;känsla av främlingskap
2006;1;streck i räkningen;utlösande faktor;definitivt besked;framstressat beslut;oväntat hinder;fullgjord betalning;oväntat hinder
2006;1;tempererad;överhettad;nära fryspunkten;livlig;varmblodig;lagom varm;lagom varm
2006;1;sufflera;viska repliker;kämpa emot;skydda mot sol;vispa till skum;skära upp kött;viska repliker
2006;1;kollaboratör;förföljare;förrädare;förförare;försvarare;förbrytare;förrädare
2006;1;atoll;bergskedja;vulkan;djuphavsgrav;korallrev;halvö;korallrev
2006;1;prångla ut;klämma fram;försöka överlista;tränga undan;försöka sälja;smita iväg;försöka sälja
2006;1;garva;behandla trä;svetsa plåtar;bearbeta ull;förstärka tyg;bereda hudar;bereda hudar
2006;1;rendera;ge stöd åt;låta passera;ge i utbyte;låta hämta;göra upp om;ge i utbyte
2006;1;figurativ;formbar;ungefärlig;påhittad;föreställande;fantasifull;föreställande
2006;1;tillstå;ersätta;räcka till;erkänna;klara av;erbjuda;erkänna
2006;1;otillräknelig;misslyckad;ouppfostrad;sinnesförvirrad;otränad;slarvig;sinnesförvirrad
2006;1;pannå;träskiva för målning;utställningsmonter;hästdragen praktvagn;informationstavla;väggfast köksbänk;träskiva för målning
2006;1;inhösta;få;stjäla;förena;avvakta;hinna ifatt;få
2006;1;invektiv;förolämpande ord;värmestrålning;symbolisk handling;inbjudan;sinnrik anordning;förolämpande ord
2006;1;få sitt lystmäte;få rättvist straff;få upprättelse;få tillräckligt;få beröm;få begär;få tillräckligt
2006;1;name-dropping;det att ofta nämna kända personer;överanvändning av smeknamn;det att ta sig ett artistnamn;kunskap om personers titlar;byte av båda makars namn vid giftermål PROVET ÄR SLUT. OM DU HAR TID ÖVER, GÅ TILLBAKA OCH KONTROLLERA DINA SVAR.;det att ofta nämna kända personer
2007;1;ackord;löneförhöjning;övertidsersättning;löneförmån;prestationslön;löneförhandling;prestationslön
2007;1;förorda;samtala;varna;rekommendera;planera;inleda;rekommendera
2007;1;vakant;enformig;stadig;växlande;intressant;ledig;ledig
2007;1;stagnation;bortstötning;avstannande;förstärkning;nedskärning;upptrappning;avstannande
2007;1;utröna;meddela;ta reda på;avskilja;ge vika för;avsluta;ta reda på
2007;1;kateter;injektionsspruta;kontrastvätska;tappningsrör;provsticka;sårklämma;tappningsrör
2007;1;oskick;avvisande hållning;svag karaktär;olämplig miljö;dåligt uppförande;omild behandling;dåligt uppförande
2007;1;skäligt;trovärdigt;nödvändigt;säkert;rimligt;grundligt;rimligt
2007;1;slå dank;skada sig;sälja bra;missta sig;göra slät;lata sig;lata sig
2007;1;klorofyll;doftsignal;bladnerv;ogräsmedel;färgämne;växtnäring;färgämne
2007;1;kontentan;första intrycket;motsättningen;höjdpunkten;slutfasen;huvudinnehållet;huvudinnehållet
2007;1;kastanjetter;ugnsbakad rätt;rytminstrument;små stenfrukter;utsmyckning;dansskor;rytminstrument
2007;1;deciderad;avgränsad;bestämd;utvecklad;förklarad;undersökt;bestämd
2007;1;paradera;marschera;skämta;strida;härma;avvärja;marschera
2007;1;cytostatika;cellgift;blodansamling;nervinﬂammation;arvsmassa;näringslösning;cellgift
2007;1;svärmisk;omtänksam;ombytlig;romantisk;fåfäng;ﬂyktig;romantisk
2007;1;pådyvla;driva på;anvisa;passa på;överdriva;tvinga på;tvinga på
2007;1;ﬁngertoppskänsla;stor lyhördhet;nyﬁkenhet;idérikedom;musikalitet;stark självkänsla;stor lyhördhet
2007;1;inlemma;inge;insamla;inviga;insända;införliva;införliva
2007;1;få ovett;få ett dåligt förslag;bli lurad;få skäll;bli motsagd;få en orättvis dom;få skäll
2007;1;utan krumbukter;utan eftertanke;utan undanﬂykter;utan ånger;utan baktankar;utan nåd;utan undanﬂykter
2007;1;stranda;lyckas;försenas;överge;avsluta;misslyckas;misslyckas
2007;1;ogin;ondskefull;underlig;snål;skrämmande;bitter;snål
2007;1;brödtext;löpande text;bildtext;utkast;rubrik;oredigerad text;löpande text
2007;1;förehavanden;invändningar;förberedelser;göromål;undanﬂykter;egendom;göromål
2007;1;anagram;bokstavslek;guldhalt;ﬁngeravtryck;pulskurva;avbildning;bokstavslek
2007;1;kavat;orädd;beredd;lycklig;envis;vaksam;orädd
2007;1;fäbless;förkärlek;entusiasm;berömmelse;förvåning;övertygelse;förkärlek
2007;1;prägling;teckentydning;gradvis avvänjning;intensiv övertalning;instinktiv inlärning;produktbeskrivning;instinktiv inlärning
2007;1;oförtrutet;fräckt;nyﬁket;frimodigt;uthålligt;hederligt;uthålligt
2007;1;övermaga;övermodigt självsäker;överkänslig;överlägset bäst;överförfriskad;överdrivet beskyddande;övermodigt självsäker
2007;1;esplanad;öppet torg;trädplantering;stenlagd trottoar;kvarter;bred gata;bred gata
2007;1;enrollera;gå i god för;vara emot;föra bort;ta itu med;få att delta i;få att delta i
2007;1;vidsynt;fantasifull;uppmärksam;allmänbildad;optimistisk;tolerant;tolerant
2007;1;kornisch;gardinlist;tavelram;brädfodring;vägglampa;takmålning;gardinlist
2007;1;despot;förtryckare;krigshetsare;befriare;andlig ledare;landsförrädare;förtryckare
2007;1;avyttra;sälja;undvika;förklara;avslöja;skänka;sälja
2007;1;idealist;hyllad person;ärlig person;osjälvisk person;kreativ person;krävande person;osjälvisk person
2007;1;ratiﬁcera;överklaga;avslå;godkänna;sammanställa;förväxla;godkänna
2007;1;determinism;uppfattningen att verkligheten är av materiell natur;övertygelsen om att världen kommer att gå under;idén om alltings gudomliga ursprung;viljan att genomföra det omöjliga;ståndpunkten att allt är förutbestämt PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR.;ståndpunkten att allt är förutbestämt PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR.
2008;1;spritsa;tunna ut;fylla på;blanda till;strö över;pressa ut;pressa ut
2008;1;emalj;glasaktigt ytskikt;hårdplast;silverbeläggning;pärlemorinfattning;dekorlackat trä;glasaktigt ytskikt
2008;1;fascination;uppskattning;intensivt intresse;överdriven nyfikenhet;skräckblandad känsla;engagemang;intensivt intresse
2008;1;benägenhet;tendens;önskan;ambition;möjlighet;övertygelse;tendens
2008;1;expo;reportage;överskott;utförsäljning;utställning;undersökning;utställning
2008;1;inte ha något till övers för;inte begripa;inte ha råd med;inte kunna göra något åt;inte ha tid med;inte sätta värde på;inte sätta värde på
2008;1;dager;ljus;skärpa;dis;struktur;sikt;ljus
2008;1;imaginär;obegriplig;ovärderlig;bildlig;inbillad;överdriven;inbillad
2008;1;med bravur;med stolthet;hederligt;ståtligt;skickligt;med glädje;skickligt
2008;1;killing;unge av ren;unge av gris;unge av get;unge av räv;unge av får;unge av get
2008;1;gripa sig an;bli berörd av;ta till sig;hålla fast vid;ta i försvar;ta itu med;ta itu med
2008;1;famla;göra misstag;treva;försvagas;bli förvirrad;tappa taget;treva
2008;1;ekvivalent;osäker;överlägsen;allmängiltig;likvärdig;otydlig;likvärdig
2008;1;frispråkig;öppenhjärtig;vältalig;lättsam;trotsig;frågvis;öppenhjärtig
2008;1;hybris;övermod;vrede;ångest;minnesförlust;falskhet;övermod
2008;1;gå i svaromål;begära;bevisa;bemöta;bejaka;besluta;bemöta
2008;1;projektera;rapportera;färdigställa;beordra;planera;hyra;planera
2008;1;välbeställd;väntad;noga utredd;som har gott rykte;som har god ekonomi;välutbildad;som har god ekonomi
2008;1;biotop;energikälla;naturreservat;livsmiljö;näringsämne;blandform;livsmiljö
2008;1;ledmotiv;drivkraft;tema;orsak;målsättning;ideal;tema
2008;1;spjälka;stå emot;skjuta på;öppna upp;stoppa;sönderdela;sönderdela
2008;1;pjosk;fånigt prat;överdriven omsorg;inbillningssjuka;kärleksgnabb;pedantisk noggrannhet;överdriven omsorg
2008;1;joint venture;försäljningskampanj;gemensamt projekt;allmän åsikt;politisk satsning;uppåtgående branch;gemensamt projekt
2008;1;epik;modern teater;kyrkomusik;dramatisk vändning;berättarkonst;underliggande budskap;berättarkonst
2008;1;falsarium;svårighet;avledning;sakförhållande;förfalskning;omständighet;förfalskning
2008;1;substantiell;hårfin;övernaturlig;känslig;krävande;påtaglig;påtaglig
2008;1;konvalescens;hänsynstagande;alternativ behandling;ökad känslighet;självbehärskning;period av tillfrisknande;period av tillfrisknande
2008;1;pagod;musikinstrument;segelbåt;tempelbyggnad;ämbetstitel;färgämne;tempelbyggnad
2008;1;hänförelse;förväntan;frestelse;förtjusning;beröm;förundran;förtjusning
2008;1;kampera ihop;stötta varandra;komma överens;bo tillsammans;dela minnen;samlas kring;bo tillsammans
2008;1;påstötning;påminnelse;påverkan;påslag;påhälsning;påfrestning;påminnelse
2008;1;eternit;byggmaterial;luftförorening;ädelsten;växtlager;stenformation;byggmaterial
2008;1;trolös;besviken;försiktig;svekfull;misstänksam;förvirrad;svekfull
2008;1;flagrant;uppenbar;farlig;krånglig;dold;utsökt;uppenbar
2008;1;botanisera;vandra planlöst;förädla;sitta och fundera;plocka och välja;beskriva;plocka och välja
2008;1;utmönstra;beskriva;fundera ut;överdriva;gallra ut;utveckla;gallra ut
2008;1;reaktionär;motsägelsefull;bakåtsträvande;bestämd;jordnära;tålig;bakåtsträvande
2008;1;osökt;tydligt;dolt;riktigt;avsiktligt;naturligt;naturligt
2008;1;gå i kvav;möta hinder;hemlighålla;bli bitter;motarbeta;gå under;gå under
2008;1;servitut;undertecknande av fördrag mellan stater;inskränkning i fastighetsägares bestämmanderätt över egen mark;dom eller beslut som kan utgöra norm för liknande fall;regler för tjänstetillsättning inom statliga verk;uppdelning av egendom i samband med arvsskifte PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR.;inskränkning i fastighetsägares bestämmanderätt över egen mark
2009;1;klavertramp;ful ovana;högljudd protest;medveten lögn;pinsamt misstag;oväntad vändning;pinsamt misstag
2009;1;ekipage;uppassare;häst och vagn;finare sällskap;kläder och utrustning;elegant uppvisning;häst och vagn
2009;1;konstellation;uppdrag;gruppering;påverkan;förberedelse;omflyttning;gruppering
2009;1;fallenhet;naturlig följd;medfödd förmåga;avvikelse;lycklig slump;svaghet;medfödd förmåga
2009;1;markant;grundlig;hård;självklar;intensiv;påtaglig;påtaglig
2009;1;förvanska;framställa;förvränga;framhäva;förväxla;förarga;förvränga
2009;1;stinn;stabil;påkostad;stolt;proppfull;blytung;proppfull
2009;1;dust;fult grepp;olyckshändelse;kamp;sista chans;dimridå;kamp
2009;1;luttrad;viljestark;härdad;sviken;uttråkad;misslyckad;härdad
2009;1;ebenholts;oljefärg;bergart;keramik;träslag;gipsdekoration;träslag
2009;1;dynamisk;oförutsägbar;effektiv och uthållig;spännande;kraftfull och rörlig;storslagen;kraftfull och rörlig
2009;1;permittera;tillsätta;förflytta;friställa;utöka;beordra;friställa
2009;1;ingrodd;svår att avlägsna;översållad;försjunken i sig själv;svår att upptäcka;genomborrad;svår att avlägsna
2009;1;origami;pappersvikning;konstutställning;vindspel;prydnadsväxt;blåsinstrument;pappersvikning
2009;1;sky;undvika;försvara;dölja;misstro;undkomma;undvika
2009;1;armatur;belysningsanordning;gjutjärnsbeslag;hyllkonstruktion;trädekoration;sittmöbel;belysningsanordning
2009;1;iscensätta;efterlikna;demonstrera;arrangera;synliggöra;uppträda;arrangera
2009;1;beredvilligt;motvilligt;noggrant;dugligt;tjänstvilligt;öppenhjärtigt;tjänstvilligt
2009;1;enfald;enighet;hopplöshet;ensamhet;ensidighet;dumhet;dumhet
2009;1;gemener;skiljetecken;kursiva bokstäver;understrykningar;små bokstäver;sammansättningar;små bokstäver
2009;1;tillbakavisa;avråda från;återge det viktigaste av;förneka riktigheten av;dra sig till minnes;uppmärksamma;förneka riktigheten av
2009;1;le i mjugg;le trött;le ansträngt;le utan orsak;le brett;le i smyg;le i smyg
2009;1;satin;poröst material;yttre hölje;glänsande tyg;vit nyans;vågig struktur;glänsande tyg
2009;1;odelat;fullständigt;hemligt;enskilt;allmänt;måttligt;fullständigt
2009;1;vara ur slag;vara omodern;vara skadad;vara ur form;vara ur funktion;vara i otakt;vara ur form
2009;1;konstfärdigt;egendomligt;skickligt;beskrivande;föränderligt;komplicerat;skickligt
2009;1;moment 22;vild chanstagning;tidsödande uppgift;återkommande fara;nedåtgående trend;orimlig situation;orimlig situation
2009;1;högdragen;nedlåtande;uppjagad;respektfull;överdriven;allvarlig;nedlåtande
2009;1;indicier;onödiga tillägg;orsaker;inofficiella förslag;misstag;indirekta bevis;indirekta bevis
2009;1;dra försorg om;ta hand om;stå ut med;vara orolig för;förvissa sig om;skaffa sig fördelar;ta hand om
2009;1;vind för våg;motsträvigt;utan tillsyn;hastigt;helt oväntat;tillfälligt;utan tillsyn
2009;1;införliva;bekräfta;tillfredsställa;låta uppgå i;visa vikten av;ge stöd åt;låta uppgå i
2009;1;kaplan;präst;körledare;munk;kyrkvärd;frälsningssoldat;präst
2009;1;tillbud;order;introduktion;inspektion;incident;ranson;incident
2009;1;traktör;konstkännare;krigshetsare;kyrkomusiker;köpman;krogvärd;krogvärd
2009;1;ackreditera;lämna omdöme om;ge fullmakt åt;skaffa fram bevis;framföra klagomål;efterskänka skuld;ge fullmakt åt
2009;1;komma till korta;bli osams;missgynnas;glömma bort;misslyckas;stressa;misslyckas
2009;1;dysenteri;tarmsjukdom;förlamning;djup nedstämdhet;kronisk smärta;lungsjukdom;tarmsjukdom
2009;1;byline;replikskifte;varumärke;upphovsmans namn;stigande försäljningskurva;stadsbild;upphovsmans namn
2009;1;logopedi;läran om kroppens funktioner under arbete;läran om skelettets uppbyggnad;läran om barns inlärningsförmåga;läran om röst- och talrubbningar;läran om hjärnans utveckling PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR. Ord 09A.indd 4 2009-01-12 10:37:35;läran om röst- och talrubbningar
2010;1;fabel;intetsägande fras;högtidligt tal;moraliserande saga;dagdröm;falsk anklagelse;moraliserande saga
2010;1;koncern;bolagsgrupp;familjeföretag;industrigren;exportföretag;dotterbolag;bolagsgrupp
2010;1;högmodig;orädd;självbelåten;överdriven;påstridig;egoistisk;självbelåten
2010;1;eventualitet;antagande;konsekvens;tillställning;avslutning;möjlighet;möjlighet
2010;1;samarit;fattig människa;helig man;ensam människa;självplågare;hjälpsam människa;hjälpsam människa
2010;1;befängd;osjälvständig;orättvis;orimlig;omedgörlig;overklig;orimlig
2010;1;jokk;trämugg;renkalv;fjällbäck;sångstil;vandringsstav;fjällbäck
2010;1;sovring;tolkning;övertalning;kvalificering;gallring;genomgång;gallring
2010;1;tempus;tidsform;ordklass;meningsbyggnad;grundform;satsdel;tidsform
2010;1;dagslända;tillfällig ljusning;ny tanke;positiv utveckling;daglig vana;kortlivad företeelse;kortlivad företeelse
2010;1;griller;dolda avsikter;misstankar;underliga idéer;förhoppningar;heta känslor;underliga idéer
2010;1;otvunget;helt och hållet;övertygat;i högsta grad;nyfiket;ledigt och säkert;ledigt och säkert
2010;1;skövla;hyvla;samla in;vräka;rensa ut;ödelägga;ödelägga
2010;1;uppdaga;förnya;avslöja;komplettera;påbörja;väcka;avslöja
